2018-05-07 10:31:16 EXEC SPC_073_LOGIN_ACT1 '001','123456';
2018-05-07 10:31:16 EXEC SPC_GET_CONSTANT '';
2018-05-07 10:31:28 EXEC SPC_COM_GET_COMBOBOX 'inv_data_div';
2018-05-07 10:32:45 EXEC SPC_COM_GET_COMBOBOX 'outsourcing_div';
2018-05-07 10:32:46 EXEC SPC_COM_GET_COMBOBOX 'production_status_div';
2018-05-07 10:32:46 EXEC SPC_COM_GET_COMBOBOX 'done_div';
2018-05-07 10:32:49 EXEC SPC_027_MANUFACTURING_INSTRUCTION_SEARCH_FND1 '','','','','','','','','','','1','10';
2018-05-07 10:32:53 EXEC SPC_027_MANUFACTURING_INSTRUCTION_SEARCH_FND1 '','','','','','','','','','','1','50';
2018-05-07 10:33:02 EXEC SPC_027_MANUFACTURING_INSTRUCTION_EXPORT_ACT1 '[{"manufacture_no":"20180002"}]','001','027_manufacturing-instruction-search','192.168.5.206';
2018-05-07 10:41:48 EXEC SPC_027_MANUFACTURING_INSTRUCTION_SEARCH_FND1 '','','','','','','','','','','1','50';
2018-05-07 11:09:38 EXEC SPC_047_MANUFACTURING_COMPLETION_PROCESS_INQ1 '20180002';
2018-05-07 11:39:02 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','1','10';
2018-05-07 11:39:04 EXEC SPC_077_USER_MASTER_SEARCH_FND1 'drft','','','1','10';
2018-05-07 11:39:08 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','1','10';
2018-05-07 11:39:11 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','s','1','10';
2018-05-07 11:39:14 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','sghdf','1','10';
2018-05-07 11:39:18 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','1','10';
2018-05-07 11:42:57 EXEC SPC_COM_GET_COMBOBOX 'auth_role_div';
2018-05-07 11:42:57 EXEC SPC_COM_GET_COMBOBOX 'position_div';
2018-05-07 11:42:57 EXEC SPC_COM_GET_COMBOBOX 'incumbent_div';
2018-05-07 11:42:57 EXEC SPC_COM_GET_COMBOBOX 'belong_div';
2018-05-07 11:43:02 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','1','10';
2018-05-07 11:43:05 EXEC SPC_077_USER_MASTER_SEARCH_FND1 'ghsgf','','','1','10';
2018-05-07 11:43:08 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','1','10';
2018-05-07 11:43:13 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','23','10';
2018-05-07 11:43:21 EXEC SPC_077_USER_MASTER_SEARCH_FND1 'ikkatu','','','1','10';
2018-05-07 11:43:40 EXEC SPC_077_USER_MASTER_SEARCH_FND1 'ikkatu','hh','','1','10';
2018-05-07 11:45:57 EXEC SPC_077_USER_MASTER_SEARCH_FND1 'dfgasdfdas','','','1','10';
2018-05-07 11:46:04 EXEC SPC_077_USER_MASTER_SEARCH_FND1 'tydgh','','','1','10';
2018-05-07 11:46:06 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','1','10';
2018-05-07 11:46:09 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '0002','','','1','10';
2018-05-07 11:49:02 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:49:04 EXEC SPC_065_SELLING_UNIT_PRICE_BY_CLIENT_SEARCH_FND1 '','','','','1','10';
2018-05-07 11:49:07 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:49:13 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:49:22 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:50:36 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:51:04 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:52:02 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:54:16 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 11:57:46 EXEC SPC_065_SELLING_UNIT_PRICE_BY_CLIENT_SEARCH_FND1 '','','','','1','10';
2018-05-07 11:58:14 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '0002','','','1','10';
2018-05-07 11:58:19 EXEC SPC_077_USER_MASTER_SEARCH_FND1 '','','','1','10';
2018-05-07 11:58:35 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 12:00:08 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 12:00:17 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 12:00:19 EXEC SPC_065_SELLING_UNIT_PRICE_BY_CLIENT_SEARCH_FND1 '','','','','1','10';
2018-05-07 12:00:29 EXEC SPC_072_COMPONENT_LIST_SEARCH_FND1 '','','1','10';
2018-05-07 12:00:31 EXEC SPC_GET_ITEM 'gfhdfs';
2018-05-07 12:00:33 EXEC SPC_072_COMPONENT_LIST_SEARCH_FND1 'gfhdfs','','1','10';
2018-05-07 12:01:46 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 12:02:01 EXEC SPC_065_SELLING_UNIT_PRICE_BY_CLIENT_SEARCH_FND1 '','','','','1','10';
2018-05-07 12:02:51 EXEC SPC_COM_GET_COMBOBOX 'sales_unit_price_kind_div';
2018-05-07 12:02:53 EXEC SPC_065_SELLING_UNIT_PRICE_BY_CLIENT_SEARCH_FND1 '','','','','1','10';
2018-05-07 12:02:57 EXEC SPC_065_SELLING_UNIT_PRICE_BY_CLIENT_SEARCH_FND1 'jukjkj','','','','1','10';
2018-05-07 12:03:25 EXEC SPC_065_SELLING_UNIT_PRICE_BY_CLIENT_SEARCH_FND1 'jukjkj','','','','1','10';
