2018-05-29 10:31:37 EXEC SPC_073_LOGIN_ACT1 '001','123456';
2018-05-29 10:31:37 EXEC SPC_GET_CONSTANT '';
2018-05-29 11:03:59 EXEC SPC_GET_PERMISSION_AUTH '999','accept-detail','view';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'port_city_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'port_country_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'shipment_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'currency_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'trade_terms_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'sales_detail_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'unit_q_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'unit_w_div';
2018-05-29 11:03:59 EXEC SPC_COM_GET_COMBOBOX 'unit_m_div';
2018-05-29 11:04:00 EXEC SPC_GET_PERMISSION_AUTH '999','accept-detail','view';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'port_city_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'port_country_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'shipment_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'currency_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'trade_terms_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'sales_detail_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_q_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_w_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_m_div';
2018-05-29 11:04:00 EXEC SPC_GET_PERMISSION_AUTH '999','accept-detail','view';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'port_city_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'port_country_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'shipment_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'currency_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'trade_terms_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'sales_detail_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_q_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_w_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_m_div';
2018-05-29 11:04:00 EXEC SPC_GET_PERMISSION_AUTH '999','accept-detail','view';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'port_city_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'port_country_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'shipment_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'currency_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'trade_terms_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'sales_detail_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_q_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_w_div';
2018-05-29 11:04:00 EXEC SPC_COM_GET_COMBOBOX 'unit_m_div';
2018-05-29 11:04:02 EXEC SPC_GET_TAX_RATE '2018/05/29';
2018-05-29 11:04:05 EXEC SPC_GET_PERMISSION_AUTH '999','accept-search','view';
2018-05-29 11:04:05 EXEC SPC_COM_GET_COMBOBOX 'rcv_status_div';
2018-05-29 11:04:09 EXEC SPC_GET_PERMISSION_AUTH '999','accept-detail','view';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'port_city_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'port_country_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'shipment_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'currency_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'trade_terms_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'sales_detail_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'unit_q_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'unit_w_div';
2018-05-29 11:04:09 EXEC SPC_COM_GET_COMBOBOX 'unit_m_div';
2018-05-29 11:04:10 EXEC SPC_GET_TAX_RATE '2018/05/29';
2018-05-29 11:04:12 EXEC SPC_GET_PERMISSION_AUTH '999','popup-suppliers-master-search','view';
2018-05-29 11:04:14 EXEC SPC_GET_PERMISSION_AUTH '999','popup-suppliers-master-search','search';
2018-05-29 11:04:14 EXEC SPC_055_SUPPLIERS_MASTER_SEARCH_FND1 '','','','','','','0','0','0','1','10';
2018-05-29 11:04:17 EXEC SPC_GET_PERMISSION_AUTH '999','','view';
2018-05-29 11:04:17 EXEC SPC_005_ACCEPT_DETAIL_INQ2 '666','1';
